filename,n_blobs,largest_blob_area,largest_blob_band_power_frac,largest_blob_band_power_pct,median_band_power_frac,median_band_power_pct
dpc-035-LB-D3-2025-10-03-122127-250912792D-thin-3-4.png,4279,39026.0,0.2018879366730347,20.19,0.04188906658740104,4.19
