idx,n_cells,coverage_fraction,rouleaux_fraction,n_isolated,crenation_fraction,median_area,area_cv
295,5807,0.5835164540816327,0.15188565524367142,997,0.02106318956870612,316.0,6.901365560957763
296,5441,0.5960544642857143,0.1400477853335784,1054,0.015180265654648957,313.0,8.699104176451982
297,5834,0.5635349489795919,0.14912581419266369,1106,0.029837251356238697,326.0,5.888081981286125
298,4980,0.6107548469387755,0.1427710843373494,926,0.02267818574514039,331.0,11.734612342353646
299,5173,0.5894163265306123,0.13937753721244925,1009,0.02576808721506442,329.0,6.713951709907815
300,5121,0.5960496173469387,0.1366920523335286,907,0.025358324145534728,334.0,8.024744328784047
301,4774,0.5996734693877551,0.13028906577293675,1036,0.021235521235521235,310.0,8.282138181210954
302,4366,0.6396192602040817,0.13055428309665598,837,0.025089605734767026,325.0,11.255700052581682
303,4397,0.6233769132653061,0.12258357971344098,966,0.035196687370600416,312.0,16.981318464381186
304,2875,0.7291053571428572,0.11547826086956521,670,0.022388059701492536,276.0,20.149687071719587
305,2649,0.7337506377551021,0.1143827859569649,461,0.026030368763557483,332.0,14.513590672148052
306,4084,0.6701316326530612,0.1143486777668952,854,0.01873536299765808,306.0,18.28724283295232
307,5916,0.5396571428571428,0.15365111561866127,1315,0.04714828897338403,270.0,8.5412045712385
308,6049,0.5440758928571429,0.1544056868903951,1265,0.039525691699604744,282.0,8.4215976837049
309,5367,0.561732525510204,0.13713433948201975,1289,0.047323506594259115,275.0,17.025743545525412
310,5193,0.5766567602040816,0.14731369150779897,1085,0.04516129032258064,292.0,8.834720079398773
311,5454,0.5642929846938776,0.14411441144114412,1121,0.036574487065120426,310.0,8.070414322146087
312,5831,0.5731806122448979,0.16395129480363574,1098,0.029143897996357013,307.0,7.159557802274818
313,5149,0.5851542091836734,0.14410565158283162,1047,0.04202483285577841,294.0,17.00054750138415
314,5878,0.5662146683673469,0.15073154134059205,1076,0.027881040892193308,318.5,7.919540335647943
315,5923,0.5762645408163265,0.14722269120378187,1068,0.016853932584269662,311.0,7.771593917958448
316,5278,0.5879265306122449,0.13452065176203107,984,0.018292682926829267,333.0,7.526109509898828
317,5141,0.5887367346938776,0.13732736821630034,1039,0.030798845043310877,325.0,15.403338485823081
318,4869,0.5998397959183673,0.12487163688642432,1132,0.029151943462897525,307.0,11.820652708581367
319,4786,0.6105589285714286,0.1360217300459674,899,0.027808676307007785,335.0,11.775343052150134
320,4217,0.6153908163265306,0.11287645245435143,1010,0.02277227722772277,305.0,9.58788500448464
321,4037,0.6518616071428571,0.11691850383948477,789,0.026615969581749048,333.0,14.257458282816932
322,3340,0.684264030612245,0.11946107784431138,823,0.018226002430133656,289.0,21.69631022338456
323,2966,0.7233922193877551,0.09608900876601484,763,0.02621231979030144,265.0,26.444526181189214
324,3639,0.6869048469387755,0.11679032701291564,712,0.026685393258426966,326.0,11.953099183741898
